Round / Page,Location,English source,Draft Spanish,Register,Constraint,Notes
R79 — Legal Aid list,Disclaimer box,"This directory is for informational purposes only. It does not constitute a referral service, and listing does not imply an endorsement or recommendation by this platform. Always confirm current details (services, service area, contact info) directly with the organization before relying on anyone.","Este directorio es solo para fines informativos. No constituye un servicio de referencia, y aparecer en la lista no implica un aval o recomendación por parte de esta plataforma. Siempre confirma los detalles actuales (servicios, área de servicio, información de contacto) directamente con la organización antes de confiar en alguien.",tú,,
R79 — Legal Aid list,Free-to-browse line,"Free to browse, always — no fees, no ads, no sign-in required.","Gratis para explorar, siempre — sin cuotas, sin anuncios, sin necesidad de iniciar sesión.",neutral,"Small print, shared verbatim across all 6 entity pages",
R79 — Legal Aid list,Empty-state message,"We're still building this list out — check back soon. In the meantime, the Department of Justice publishes its own Recognized Organizations and Accredited Representatives roster.","Todavía estamos construyendo esta lista — vuelve pronto. Mientras tanto, el Departamento de Justicia publica su propio registro de Organizaciones Reconocidas y Representantes Acreditados. (en inglés)",neutral,Dormant — only renders when the directory has zero entries; currently always populated with real data,
R79 — Legal Aid list,StateFilter: filter-by-state label,Filter by state,Filtrar por estado,neutral,"Dropdown label, single line","Identical string reused across all 6 entity pages via the StateFilter component's optional prop — a future wording change needs editing in 6 files, not 1."
R79 — Legal Aid list,StateFilter: all-states label,All states,Todos los estados,neutral,"Dropdown option, count appended by the component",Same 6x-duplication note as filter-by-state label.
R79 — Legal Aid list,StateFilter: none-yet label,(none yet),(ninguno aún),neutral,Per-state dropdown option suffix,Same 6x-duplication note.
R79 — Legal Aid list,StateFilter: search placeholder,"Search by name, organization, or city","Buscar por nombre, organización, o ciudad",neutral,"Input placeholder, single line",Same 6x-duplication note.
R79 — Legal Aid list,StateFilter: empty-results message,"(page-specific, e.g. 'No legal aid match.')",(page-specific — see Notes),neutral,Shown when a filter/search yields zero results,Exact per-page string: EN 'No attorneys match.' / 'No accredited representatives match.' / 'No legal aid organizations match.' / 'No schools match.' / 'No organizations match.' (community-orgs) / 'No organizations match.' (pro-bono) — ES 'Ningún abogado coincide.' / 'Ningún representante acreditado coincide.' / 'Ninguna organización de asistencia legal coincide.' / 'Ninguna escuela coincide.' / 'Ninguna organización coincide.' / 'Ninguna organización coincide.' Consolidated into one row per page to avoid 6 near-identical rows; verify each page's exact wording directly in its own StateFilter emptyMessage prop.
R79 — Legal Aid list,ReportListingLink: trigger,See something wrong with this listing? Report it,¿Ves algo incorrecto en este listado? Repórtalo,tú,"Link, single line","Imperative 'Repórtalo' informal; identical string re-typed as a labels prop on all 6 pages (not shared via one constant) — a future wording change needs editing in 6 files, not 1."
R79 — Legal Aid list,ReportListingLink: success,Thanks — we'll take a look.,Gracias — lo revisaremos.,neutral,Inline confirmation,Identical across pages that override labels.
R79 — Legal Aid list,ReportListingLink: what's-wrong label,What's wrong with this listing?,¿Qué está mal en este listado?,neutral,Form field label,Identical across pages that override labels.
R79 — Legal Aid list,ReportListingLink: what's-wrong placeholder,"e.g. phone number is disconnected, no longer at this address, organization closed","ej. el teléfono está desconectado, ya no está en esta dirección, la organización cerró",neutral,Input placeholder,Identical across pages that override labels.
R79 — Legal Aid list,ReportListingLink: email label,"Your email (optional, if you'd like a reply)","Tu correo (opcional, si quieres una respuesta)",tú,Form field label,'Tu correo' / 'quieres' informal; identical across pages that override labels.
R79 — Legal Aid list,ReportListingLink: sending state,Sending…,Enviando…,neutral,"Button label, transient",Identical across pages that override labels.
R79 — Legal Aid list,ReportListingLink: send button,Send report,Enviar reporte,neutral,"Button, short",Identical across pages that override labels.
R79 — Legal Aid list,ReportListingLink: cancel button,Cancel,Cancelar,neutral,"Button, short",Identical across pages that override labels.
R79 — Legal Aid list,ReportListingLink: default error,Something went wrong. Please try again.,Algo salió mal. Por favor intenta de nuevo.,tú,Inline error text,'intenta' informal (usted = 'intente'); identical across pages that override labels.
R79 — Legal Aid list,Bottom CTA paragraph,"Run a nonprofit providing immigration legal help? Apply to be listed — free, no cost to join.","¿Diriges una organización sin fines de lucro que brinda ayuda legal de inmigración? Solicita ser listado — gratis, sin costo de inscripción. (Formulario en inglés.)",tú,Free-form join-CTA line; join form itself stays English,"H1 imperative 'Encuentra' informal; disclaimer here uses the impersonal 'confirma...directamente' (no explicit tú/usted subject pronoun, but the bare imperative 'confirma' is itself the tú-conjugated form — usted would be 'confirme'); bottom CTA '¿Diriges...?' tú."
R79 — DSO list,Metadata title,Find Your School's International Student Office (DSO) | CaseWhy,Encuentra la Oficina Internacional de tu Universidad (DSO) | CaseWhy,tú,SEO title tag,"Imperative 'Encuentra' informal, same pattern as the H1 (pro-bono-representation's title uses the noun 'Representación' instead, no imperative verb)."
R79 — DSO list,Language switcher (on EN page),Español,Español,neutral,Single-line link,
R79 — DSO list,Language switcher (on ES page),English,English,neutral,Single-line link,
R79 — DSO list,H1,Find your school's international office,Encuentra la oficina internacional de tu escuela,tú,,
R79 — DSO list,Intro paragraph,"SEVP-certified schools authorized to enroll F-1/M-1 international students, sourced from DHS's own official school directory. DHS doesn't publish a Designated School Official's name or contact info for any school — this links out to each school so you can reach its international student office directly.","Escuelas certificadas por SEVP autorizadas para inscribir estudiantes internacionales F-1/M-1, obtenido del propio directorio oficial de escuelas del DHS. El DHS no publica el nombre ni la información de contacto de un Funcionario Escolar Designado (DSO) para ninguna escuela — esto te dirige a cada escuela para que puedas contactar directamente a su oficina de estudiantes internacionales.",tú,,H1 'Encuentra...tu escuela' + intro 'te dirige'/'puedas' + bottom CTA '¿Eres...?'/'Agrega tu información' all informal tú; also the H1's title-case English 'DSO' abbreviation stays untranslated (proper noun/initialism).
R79 — DSO list,Disclaimer box,"This directory is for informational purposes only. It does not constitute a referral service, and listing does not imply an endorsement or recommendation by this platform. Always confirm current details directly with the school before relying on anyone.","Este directorio es solo para fines informativos. No constituye un servicio de referencia, y aparecer en la lista no implica un aval o recomendación por parte de esta plataforma. Siempre confirma los detalles actuales directamente con la escuela antes de confiar en alguien.",tú,,
R79 — DSO list,Free-to-browse line,"Free to browse, always — no fees, no ads, no sign-in required.","Gratis para explorar, siempre — sin cuotas, sin anuncios, sin necesidad de iniciar sesión.",neutral,"Small print, shared verbatim across all 6 entity pages",
R79 — DSO list,Empty-state message,"We're still building this list out — check back soon. In the meantime, DHS publishes its own School Search tool.","Todavía estamos construyendo esta lista — vuelve pronto. Mientras tanto, el DHS publica su propia herramienta de Búsqueda de Escuelas. (en inglés)",neutral,Dormant — only renders when the directory has zero entries; currently always populated with real data,
R79 — DSO list,StateFilter: filter-by-state label,Filter by state,Filtrar por estado,neutral,"Dropdown label, single line","Identical string reused across all 6 entity pages via the StateFilter component's optional prop — a future wording change needs editing in 6 files, not 1."
R79 — DSO list,StateFilter: all-states label,All states,Todos los estados,neutral,"Dropdown option, count appended by the component",Same 6x-duplication note as filter-by-state label.
R79 — DSO list,StateFilter: none-yet label,(none yet),(ninguno aún),neutral,Per-state dropdown option suffix,Same 6x-duplication note.
R79 — DSO list,StateFilter: search placeholder,"Search by name, organization, or city","Buscar por nombre, organización, o ciudad",neutral,"Input placeholder, single line",Same 6x-duplication note.
R79 — DSO list,StateFilter: empty-results message,"(page-specific, e.g. 'No dso match.')",(page-specific — see Notes),neutral,Shown when a filter/search yields zero results,Exact per-page string: EN 'No attorneys match.' / 'No accredited representatives match.' / 'No legal aid organizations match.' / 'No schools match.' / 'No organizations match.' (community-orgs) / 'No organizations match.' (pro-bono) — ES 'Ningún abogado coincide.' / 'Ningún representante acreditado coincide.' / 'Ninguna organización de asistencia legal coincide.' / 'Ninguna escuela coincide.' / 'Ninguna organización coincide.' / 'Ninguna organización coincide.' Consolidated into one row per page to avoid 6 near-identical rows; verify each page's exact wording directly in its own StateFilter emptyMessage prop.
R79 — DSO list,ReportListingLink: trigger,See something wrong with this listing? Report it,¿Ves algo incorrecto en este listado? Repórtalo,tú,"Link, single line","Imperative 'Repórtalo' informal; identical string re-typed as a labels prop on all 6 pages (not shared via one constant) — a future wording change needs editing in 6 files, not 1."
R79 — DSO list,ReportListingLink: success,Thanks — we'll take a look.,Gracias — lo revisaremos.,neutral,Inline confirmation,Identical across pages that override labels.
R79 — DSO list,ReportListingLink: what's-wrong label,What's wrong with this listing?,¿Qué está mal en este listado?,neutral,Form field label,Identical across pages that override labels.
R79 — DSO list,ReportListingLink: what's-wrong placeholder,"e.g. phone number is disconnected, no longer at this address, organization closed","ej. el teléfono está desconectado, ya no está en esta dirección, la organización cerró",neutral,Input placeholder,Identical across pages that override labels.
R79 — DSO list,ReportListingLink: email label,"Your email (optional, if you'd like a reply)","Tu correo (opcional, si quieres una respuesta)",tú,Form field label,'Tu correo' / 'quieres' informal; identical across pages that override labels.
R79 — DSO list,ReportListingLink: sending state,Sending…,Enviando…,neutral,"Button label, transient",Identical across pages that override labels.
R79 — DSO list,ReportListingLink: send button,Send report,Enviar reporte,neutral,"Button, short",Identical across pages that override labels.
R79 — DSO list,ReportListingLink: cancel button,Cancel,Cancelar,neutral,"Button, short",Identical across pages that override labels.
R79 — DSO list,ReportListingLink: default error,Something went wrong. Please try again.,Algo salió mal. Por favor intenta de nuevo.,tú,Inline error text,'intenta' informal (usted = 'intente'); identical across pages that override labels.
R79 — DSO list,Bottom CTA paragraph,"A Designated School Official? Add your contact info — free, no cost to join.","¿Eres un Funcionario Escolar Designado? Agrega tu información de contacto — gratis, sin costo de inscripción. (Formulario en inglés.)",tú,Free-form join-CTA line; join form itself stays English,H1 'Encuentra...tu escuela' + intro 'te dirige'/'puedas' + bottom CTA '¿Eres...?'/'Agrega tu información' all informal tú; also the H1's title-case English 'DSO' abbreviation stays untranslated (proper noun/initialism).
R79 — Community Orgs list,Metadata title,Find a Community or Cultural Organization | CaseWhy,Encuentra una Organización Comunitaria o Cultural | CaseWhy,tú,SEO title tag,"Imperative 'Encuentra' informal, same pattern as the H1 (pro-bono-representation's title uses the noun 'Representación' instead, no imperative verb)."
R79 — Community Orgs list,Language switcher (on EN page),Español,Español,neutral,Single-line link,
R79 — Community Orgs list,Language switcher (on ES page),English,English,neutral,Single-line link,
R79 — Community Orgs list,H1,Find a community or cultural organization,Encuentra una organización comunitaria o cultural,tú,,
R79 — Community Orgs list,Intro paragraph,Community and cultural organizations that have received a federal USCIS grant specifically for citizenship instruction and naturalization help. This reflects organizations that won this specific grant — not all community organizations serving immigrants.,Organizaciones comunitarias y culturales que han recibido una subvención federal de USCIS específicamente para instrucción cívica y ayuda de naturalización. Esto refleja organizaciones que ganaron esta subvención específica — no todas las organizaciones comunitarias que sirven a inmigrantes.,neutral,,H1 'Encuentra' + bottom CTA '¿Diriges...?' tú; body paragraph itself has no direct-address verb (3rd person description).
R79 — Community Orgs list,Disclaimer box,"This directory is for informational purposes only. It does not constitute a referral service, and listing does not imply an endorsement or recommendation by this platform. Always confirm current details directly with the organization before relying on anyone.","Este directorio es solo para fines informativos. No constituye un servicio de referencia, y aparecer en la lista no implica un aval o recomendación por parte de esta plataforma. Siempre confirma los detalles actuales directamente con la organización antes de confiar en alguien.",neutral,,
R79 — Community Orgs list,Free-to-browse line,"Free to browse, always — no fees, no ads, no sign-in required.","Gratis para explorar, siempre — sin cuotas, sin anuncios, sin necesidad de iniciar sesión.",neutral,"Small print, shared verbatim across all 6 entity pages",
R79 — Community Orgs list,Empty-state message,"We're still building this list out — check back soon. In the meantime, USCIS publishes its own Citizenship and Integration Grant Program recipient records.","Todavía estamos construyendo esta lista — vuelve pronto. Mientras tanto, USCIS publica sus propios registros de beneficiarios del Programa de Subvenciones de Ciudadanía e Integración. (en inglés)",neutral,Dormant — only renders when the directory has zero entries; currently always populated with real data,
R79 — Community Orgs list,StateFilter: filter-by-state label,Filter by state,Filtrar por estado,neutral,"Dropdown label, single line","Identical string reused across all 6 entity pages via the StateFilter component's optional prop — a future wording change needs editing in 6 files, not 1."
R79 — Community Orgs list,StateFilter: all-states label,All states,Todos los estados,neutral,"Dropdown option, count appended by the component",Same 6x-duplication note as filter-by-state label.
R79 — Community Orgs list,StateFilter: none-yet label,(none yet),(ninguno aún),neutral,Per-state dropdown option suffix,Same 6x-duplication note.
R79 — Community Orgs list,StateFilter: search placeholder,"Search by name, organization, or city","Buscar por nombre, organización, o ciudad",neutral,"Input placeholder, single line",Same 6x-duplication note.
R79 — Community Orgs list,StateFilter: empty-results message,"(page-specific, e.g. 'No community orgs match.')",(page-specific — see Notes),neutral,Shown when a filter/search yields zero results,Exact per-page string: EN 'No attorneys match.' / 'No accredited representatives match.' / 'No legal aid organizations match.' / 'No schools match.' / 'No organizations match.' (community-orgs) / 'No organizations match.' (pro-bono) — ES 'Ningún abogado coincide.' / 'Ningún representante acreditado coincide.' / 'Ninguna organización de asistencia legal coincide.' / 'Ninguna escuela coincide.' / 'Ninguna organización coincide.' / 'Ninguna organización coincide.' Consolidated into one row per page to avoid 6 near-identical rows; verify each page's exact wording directly in its own StateFilter emptyMessage prop.
R79 — Community Orgs list,ReportListingLink: trigger,See something wrong with this listing? Report it,¿Ves algo incorrecto en este listado? Repórtalo,tú,"Link, single line","Imperative 'Repórtalo' informal; identical string re-typed as a labels prop on all 6 pages (not shared via one constant) — a future wording change needs editing in 6 files, not 1."
R79 — Community Orgs list,ReportListingLink: success,Thanks — we'll take a look.,Gracias — lo revisaremos.,neutral,Inline confirmation,Identical across pages that override labels.
R79 — Community Orgs list,ReportListingLink: what's-wrong label,What's wrong with this listing?,¿Qué está mal en este listado?,neutral,Form field label,Identical across pages that override labels.
R79 — Community Orgs list,ReportListingLink: what's-wrong placeholder,"e.g. phone number is disconnected, no longer at this address, organization closed","ej. el teléfono está desconectado, ya no está en esta dirección, la organización cerró",neutral,Input placeholder,Identical across pages that override labels.
R79 — Community Orgs list,ReportListingLink: email label,"Your email (optional, if you'd like a reply)","Tu correo (opcional, si quieres una respuesta)",tú,Form field label,'Tu correo' / 'quieres' informal; identical across pages that override labels.
R79 — Community Orgs list,ReportListingLink: sending state,Sending…,Enviando…,neutral,"Button label, transient",Identical across pages that override labels.
R79 — Community Orgs list,ReportListingLink: send button,Send report,Enviar reporte,neutral,"Button, short",Identical across pages that override labels.
R79 — Community Orgs list,ReportListingLink: cancel button,Cancel,Cancelar,neutral,"Button, short",Identical across pages that override labels.
R79 — Community Orgs list,ReportListingLink: default error,Something went wrong. Please try again.,Algo salió mal. Por favor intenta de nuevo.,tú,Inline error text,'intenta' informal (usted = 'intente'); identical across pages that override labels.
R79 — Community Orgs list,Bottom CTA paragraph,"Run a community or cultural organization serving immigrants? Apply to be listed — free, no cost to join.","¿Diriges una organización comunitaria o cultural que sirve a inmigrantes? Solicita ser listado — gratis, sin costo de inscripción. (Formulario en inglés.)",tú,Free-form join-CTA line; join form itself stays English,H1 'Encuentra' + bottom CTA '¿Diriges...?' tú; body paragraph itself has no direct-address verb (3rd person description).
R79 — Pro Bono Representation list,Metadata title,Find Free Immigration Court Representation | CaseWhy,Encuentra Representación Gratuita en la Corte de Inmigración | CaseWhy,neutral,SEO title tag,"Imperative 'Encuentra' informal, same pattern as the H1 (pro-bono-representation's title uses the noun 'Representación' instead, no imperative verb)."
R79 — Pro Bono Representation list,Language switcher (on EN page),Español,Español,neutral,Single-line link,
R79 — Pro Bono Representation list,Language switcher (on ES page),English,English,neutral,Single-line link,
R79 — Pro Bono Representation list,H1,Find pro bono immigration-court representation,Encuentra representación gratuita en la corte de inmigración,tú,,
R79 — Pro Bono Representation list,Intro paragraph,"Organizations offering free representation in immigration court proceedings (removal defense), organized by the immigration court they serve — a more specific, often higher-stakes need than general legal aid.","Organizaciones que ofrecen representación gratuita en procesos ante la corte de inmigración (defensa contra deportación), organizadas por la corte de inmigración a la que sirven — una necesidad más específica y a menudo de mayor riesgo que la asistencia legal general.",neutral,,H1 'Encuentra' + bottom CTA '¿Ofreces...?' tú; disclaimer itself is neutral 3rd-person EOIR/legal boilerplate.
R79 — Pro Bono Representation list,Disclaimer box,"EOIR does not endorse any of these organizations, referral services, or attorneys. Publication of this list does not constitute an endorsement by EOIR, and omission does not constitute a disapproval. EOIR does not participate in, nor is it responsible for, the representation decisions or performance of counsel on this list.","EOIR no avala a ninguna de estas organizaciones, servicios de referencia, o abogados. La publicación de esta lista no constituye un aval por parte de EOIR, y su omisión no constituye una desaprobación. EOIR no participa en, ni es responsable de, las decisiones de representación o el desempeño de los abogados en esta lista.",neutral,,
R79 — Pro Bono Representation list,Free-to-browse line,"Free to browse, always — no fees, no ads, no sign-in required.","Gratis para explorar, siempre — sin cuotas, sin anuncios, sin necesidad de iniciar sesión.",neutral,"Small print, shared verbatim across all 6 entity pages",
R79 — Pro Bono Representation list,Empty-state message,"We're still building this list out — check back soon. In the meantime, EOIR publishes its own List of Pro Bono Legal Service Providers.","Todavía estamos construyendo esta lista — vuelve pronto. Mientras tanto, EOIR publica su propia Lista de Proveedores de Servicios Legales Pro Bono. (en inglés)",neutral,Dormant — only renders when the directory has zero entries; currently always populated with real data,
R79 — Pro Bono Representation list,StateFilter: filter-by-state label,Filter by state,Filtrar por estado,neutral,"Dropdown label, single line","Identical string reused across all 6 entity pages via the StateFilter component's optional prop — a future wording change needs editing in 6 files, not 1."
R79 — Pro Bono Representation list,StateFilter: all-states label,All states,Todos los estados,neutral,"Dropdown option, count appended by the component",Same 6x-duplication note as filter-by-state label.
R79 — Pro Bono Representation list,StateFilter: none-yet label,(none yet),(ninguno aún),neutral,Per-state dropdown option suffix,Same 6x-duplication note.
R79 — Pro Bono Representation list,StateFilter: search placeholder,"Search by name, organization, or city","Buscar por nombre, organización, o ciudad",neutral,"Input placeholder, single line",Same 6x-duplication note.
R79 — Pro Bono Representation list,StateFilter: empty-results message,"(page-specific, e.g. 'No pro bono representation match.')",(page-specific — see Notes),neutral,Shown when a filter/search yields zero results,Exact per-page string: EN 'No attorneys match.' / 'No accredited representatives match.' / 'No legal aid organizations match.' / 'No schools match.' / 'No organizations match.' (community-orgs) / 'No organizations match.' (pro-bono) — ES 'Ningún abogado coincide.' / 'Ningún representante acreditado coincide.' / 'Ninguna organización de asistencia legal coincide.' / 'Ninguna escuela coincide.' / 'Ninguna organización coincide.' / 'Ninguna organización coincide.' Consolidated into one row per page to avoid 6 near-identical rows; verify each page's exact wording directly in its own StateFilter emptyMessage prop.
R79 — Pro Bono Representation list,ReportListingLink: trigger,See something wrong with this listing? Report it,¿Ves algo incorrecto en este listado? Repórtalo,tú,"Link, single line","Imperative 'Repórtalo' informal; identical string re-typed as a labels prop on all 6 pages (not shared via one constant) — a future wording change needs editing in 6 files, not 1."
R79 — Pro Bono Representation list,ReportListingLink: success,Thanks — we'll take a look.,Gracias — lo revisaremos.,neutral,Inline confirmation,Identical across pages that override labels.
R79 — Pro Bono Representation list,ReportListingLink: what's-wrong label,What's wrong with this listing?,¿Qué está mal en este listado?,neutral,Form field label,Identical across pages that override labels.
R79 — Pro Bono Representation list,ReportListingLink: what's-wrong placeholder,"e.g. phone number is disconnected, no longer at this address, organization closed","ej. el teléfono está desconectado, ya no está en esta dirección, la organización cerró",neutral,Input placeholder,Identical across pages that override labels.
R79 — Pro Bono Representation list,ReportListingLink: email label,"Your email (optional, if you'd like a reply)","Tu correo (opcional, si quieres una respuesta)",tú,Form field label,'Tu correo' / 'quieres' informal; identical across pages that override labels.
R79 — Pro Bono Representation list,ReportListingLink: sending state,Sending…,Enviando…,neutral,"Button label, transient",Identical across pages that override labels.
R79 — Pro Bono Representation list,ReportListingLink: send button,Send report,Enviar reporte,neutral,"Button, short",Identical across pages that override labels.
R79 — Pro Bono Representation list,ReportListingLink: cancel button,Cancel,Cancelar,neutral,"Button, short",Identical across pages that override labels.
R79 — Pro Bono Representation list,ReportListingLink: default error,Something went wrong. Please try again.,Algo salió mal. Por favor intenta de nuevo.,tú,Inline error text,'intenta' informal (usted = 'intente'); identical across pages that override labels.
R79 — Pro Bono Representation list,Bottom CTA paragraph,"Provide pro bono immigration-court representation? Apply to be listed — free, no cost to join.","¿Ofreces representación pro bono en la corte de inmigración? Solicita ser listado — gratis, sin costo de inscripción. (Formulario en inglés.)",tú,Free-form join-CTA line; join form itself stays English,H1 'Encuentra' + bottom CTA '¿Ofreces...?' tú; disclaimer itself is neutral 3rd-person EOIR/legal boilerplate.
"R79 follow-up — AuthHeader (global nav, every page)",Signed-in nav: Get Help label,Get Help,Obtener ayuda,neutral,"Single-line nav item, shown only when on an /es/* page or the sticky locale cookie/?lang=es param says Spanish","Infinitive phrase, register-neutral. The other 7 signed-in nav items (Dashboard, Ask a question, CaseWhy Plus, Processing times, Visa bulletin, News, Settings) were never translated — no Spanish destination exists for any of them, so their labels stay English even when the header is otherwise in Spanish mode."
"R79 follow-up — AuthHeader (global nav, every page)",Signed-out: Get Help label,Get Help,Obtener ayuda,neutral,Single-line nav item,"Same string as the signed-in nav version, in a different branch of the component."
"R79 follow-up — AuthHeader (global nav, every page)",Signed-out: Sign in label,Sign in,Iniciar sesión,neutral,Single-line nav item; destination form (/auth/sign-in) itself stays fully English,"Infinitive phrase, register-neutral. This is the only translated string anywhere in the actual sign-in flow — sign-in/page.tsx's form fields ('Email address', 'Password', 'Forgot password?', etc.) were never translated. The task doc's own example ('R80 — Sign-in form') implies a full sign-in-form translation happened under a 'round 80' — it didn't; see the header note in this export."
R97 — FAQ (app.casewhy.com/faq + casewhy.com/faq.html),Page <title>,Frequently Asked Questions | CaseWhy,Preguntas Frecuentes | CaseWhy,usted,SEO title tag,New page under round 97; first FAQ content in Spanish.
R97 — FAQ,Meta description,"Answers to common questions about CaseWhy — affiliation with USCIS, pricing, legal advice, and how your case data is protected.","Respuestas a las preguntas más comunes sobre CaseWhy — afiliación con USCIS, precios, asesoría legal y cómo se protegen los datos de su caso.",usted,SEO meta description,
R97 — FAQ,H1,Frequently asked questions,Preguntas frecuentes,usted,Page heading,
R97 — FAQ,Intro line,"The most common questions about CaseWhy. For full detail, see the Terms of Service and Privacy Policy.","Las preguntas más comunes sobre CaseWhy. Para más detalles, consulte los Términos de Servicio y la Política de Privacidad (en inglés).",usted,"Terms/Privacy pages themselves stay English, tagged (en inglés) per the established convention",
R97 — FAQ,Q1: Is CaseWhy affiliated with USCIS?,Is CaseWhy affiliated with USCIS?,¿CaseWhy está afiliado a USCIS?,usted,FAQ question,
R97 — FAQ,A1,"No. CaseWhy is not affiliated with, endorsed by, or operated by USCIS, the Department of Homeland Security, or any other government agency. CaseWhy displays information sourced from public government systems, but doesn't control that data and can't guarantee its accuracy, completeness, or timeliness.","No. CaseWhy no está afiliado con USCIS, el Departamento de Seguridad Nacional (DHS) ni ninguna otra agencia gubernamental, y no cuenta con su respaldo ni es operado por ellos. CaseWhy muestra información obtenida de sistemas gubernamentales públicos, pero no controla esos datos y no puede garantizar su exactitud, integridad ni actualidad.",usted,FAQ answer,
R97 — FAQ,Q2: Is CaseWhy really free?,Is CaseWhy really free?,¿CaseWhy es realmente gratis?,usted,FAQ question,"Corrected same round: free tier is 3 tracked cases (round 47), not 1 — English source also fixed, not just translated."
R97 — FAQ,A2,"CaseWhy has a free tier — up to three tracked cases, a status timeline, AI-generated plain-language explanations, and three AI questions about your case each month — plus an optional paid Plus tier for tracking more cases, unlimited questions, and other add-ons (see the Plus page for current pricing). Get Help — CaseWhy's directories of free legal aid, accredited representatives, attorneys, and other resources — is free to everyone, always, regardless of subscription: no fees, no ads, no hidden cost.","CaseWhy tiene un nivel gratuito — hasta tres casos rastreados, una línea de tiempo de estado, explicaciones en lenguaje sencillo generadas por IA, y tres preguntas de IA sobre su caso cada mes — además de un nivel Plus opcional y de pago para rastrear más casos, preguntas ilimitadas y otras funciones adicionales (consulte la página de Plus para ver los precios actuales). Obtener ayuda — los directorios de CaseWhy de asistencia legal gratuita, representantes acreditados, abogados y otros recursos — es gratis para todos, siempre, sin importar la suscripción: sin tarifas, sin anuncios, sin costos ocultos.",usted,"FAQ answer; Get Help ordering also corrected to legal aid -> accredited reps -> attorneys, matching round 51's canonical order",
R97 — FAQ,Q3: Is anything CaseWhy tells me legal advice?,Is anything CaseWhy tells me legal advice?,¿Algo de lo que CaseWhy me dice es asesoría legal?,usted,FAQ question,
R97 — FAQ,A3,"No. CaseWhy is not a law firm, does not provide legal advice, and using it does not create an attorney-client relationship of any kind. Explanations of your case status, AI chat answers, processing-time estimates, visa bulletin information, and escalation-toolkit drafting assistance are all general, informational content drawn from public USCIS materials — describing what a status or process generally means, never a conclusion about what you, specifically, should do about your case. For asylum (I-589) and DACA (I-821D) cases in particular, CaseWhy will never tell you whether you're eligible for relief or predict your case's outcome — only a licensed immigration attorney or accredited representative can do that, and CaseWhy will direct you to one whenever a question depends on your individual facts.","No. CaseWhy no es un despacho de abogados, no ofrece asesoría legal, y su uso no crea ningún tipo de relación abogado-cliente. Las explicaciones sobre el estado de su caso, las respuestas del chat de IA, las estimaciones de tiempos de procesamiento, la información del boletín de visas y la ayuda para redactar cartas de escalamiento son todo contenido general e informativo obtenido de materiales públicos de USCIS — que describen lo que un estado o proceso generalmente significa, nunca una conclusión sobre lo que usted, específicamente, debería hacer con su caso. Para los casos de asilo (I-589) y DACA (I-821D) en particular, CaseWhy nunca le dirá si usted califica para algún alivio ni predecirá el resultado de su caso — solo un abogado de inmigración con licencia o un representante acreditado puede hacerlo, y CaseWhy lo referirá a uno cada vez que una pregunta dependa de los hechos específicos de su caso.",usted,"FAQ answer, longest of the five",
R97 — FAQ,Q4: How is my case data protected?,How is my case data protected?,¿Cómo se protegen los datos de mi caso?,usted,FAQ question,
R97 — FAQ,A4,"Case and account data is encrypted both at rest and in transit. CaseWhy doesn't sell or rent personal information to third parties, doesn't use case data for advertising, and runs no advertising of any kind — there's no ad network for data to reach in the first place. Data is retained for as long as an account is active; a dormant account doesn't get different handling or earlier deletion.","Los datos de su caso y de su cuenta están cifrados tanto en reposo como en tránsito. CaseWhy no vende ni alquila información personal a terceros, no utiliza los datos de su caso con fines publicitarios, y no muestra ningún tipo de publicidad — no existe ninguna red publicitaria a la que esos datos puedan llegar. Los datos se conservan mientras la cuenta esté activa; una cuenta inactiva no recibe un manejo distinto ni una eliminación anticipada.",usted,FAQ answer,
R97 — FAQ,Q5: What happens to my data if I cancel or delete my account?,What happens to my data if I cancel or delete my account?,¿Qué pasa con mis datos si cancelo o elimino mi cuenta?,usted,FAQ question,
R97 — FAQ,A5,"If you delete your account, your case data is permanently deleted within 30 days. You can access, correct, or delete your data at any time from account settings, or by emailing privacy@casewhy.com.","Si elimina su cuenta, los datos de su caso se eliminan de forma permanente dentro de 30 días. Usted puede acceder, corregir o eliminar sus datos en cualquier momento desde la configuración de la cuenta, o escribiendo a privacy@casewhy.com.",usted,FAQ answer,
R97 — FAQ,Footer line,Have a question this doesn't answer? See the site index or email hello@casewhy.com.,¿Tiene una pregunta que esto no responde? Consulte el índice del sitio o escriba a hello@casewhy.com.,usted,Footer/closing line,
R97 — FAQ,"Language switcher label (on /faq, pointing to /es/faq)",Español,Español,n/a,"Single-word link label, same as round 82's switcher elsewhere",
R97 — FAQ,"Language switcher label (on /es/faq, pointing to /faq)",English,English,n/a,"Single-word link label, same as round 82's switcher elsewhere",
R97 — Site Index (/sitemap),Page <title>,Site Index | CaseWhy,Índice del Sitio | CaseWhy,usted,SEO title tag,
R97 — Site Index,Meta description,"Every public page on CaseWhy, in one place.","Todas las páginas públicas de CaseWhy, en un solo lugar.",usted,SEO meta description,
R97 — Site Index,H1,Site index,Índice del sitio,usted,Page heading,
R97 — Site Index,Intro line,"Every public page on CaseWhy, in one place.","Todas las páginas públicas de CaseWhy, en un solo lugar.",usted,Body intro line,
R97 — Site Index,Section: CaseWhy,CaseWhy,CaseWhy,n/a,"Section heading, brand name unchanged",
